Clase ID,Clase Nombre,Confianza,"BBox [x1, y1, x2, y2]"
18,Elingamitajohnsonii_Caucho_flor,0.721,"[436.94342041015625, 660.8818359375, 571.45361328125, 774.081298828125]"
18,Elingamitajohnsonii_Caucho_flor,0.64,"[577.6346435546875, 669.945556640625, 693.1812744140625, 798.428466796875]"
