Clase ID,Clase Nombre,Confianza,"BBox [x1, y1, x2, y2]"
17,Commelinaerecta_canutillo_hoja,0.973,"[240.5896759033203, 564.8824462890625, 489.25177001953125, 840.4461059570312]"
17,Commelinaerecta_canutillo_hoja,0.888,"[71.26602172851562, 337.3861083984375, 542.3117065429688, 1029.4849853515625]"
