Clase ID,Clase Nombre,Confianza,"BBox [x1, y1, x2, y2]"
29,Manguifera indica_Mango_fruto,0.905,"[182.20489501953125, 215.70431518554688, 647.3514404296875, 1111.9903564453125]"
