Clase ID,Clase Nombre,Confianza,"BBox [x1, y1, x2, y2]"
15,Coffeaarabica_cafeCenicafe_hoja,0.927,"[225.0316619873047, 437.34027099609375, 464.0998840332031, 634.5438842773438]"
15,Coffeaarabica_cafeCenicafe_hoja,0.862,"[104.14302825927734, 614.189697265625, 364.25177001953125, 826.0830688476562]"
