Clase ID,Clase Nombre,Confianza,"BBox [x1, y1, x2, y2]"
16,Commelinaerecta_canutillo_flor,0.968,"[573.380859375, 181.48178100585938, 1046.929931640625, 663.9098510742188]"
16,Commelinaerecta_canutillo_flor,0.899,"[42.51941680908203, 410.78094482421875, 389.6053466796875, 716.0]"
